,GSM107412,GSM107413,GSM107414,GSM107415,GSM107416,GSM107417,GSM107418,GSM107419,GSM107420,GSM107421,GSM107422,GSM107423,GSM107424,GSM107425,GSM107426,GSM107427,GSM107428,GSM107429,GSM107430,GSM107431,GSM107432,GSM107433,GSM107434,GSM107435
Axin1,726.5,788.4,649,673.9,1255.4,810.5,981.9,614.7,622.2,704.6,669.9,988.9,801.2,694,610.8,966.4,971.7,712,693.7,681.8,940,828.8,523.2,977.8
Axin2,40.8,168.8,42.2,34.5,188.8,19,15.5,35.7,52.7,33.6,48.3,38.9,141.8,23.9,25.6,32.1,36.6,55.4,56.7,64.4,232,99.3,48.9,55.6
Azgp1,27.2333333333333,45.5666666666667,50.9333333333333,20.8333333333333,91.9,30.3666666666667,18.8666666666667,22.4333333333333,53.3,34.0333333333333,53.1,36.6,56.0333333333333,26.5666666666667,40.8,23.9666666666667,54.3666666666667,89.6333333333333,112.533333333333,82.2333333333333,91.3333333333333,46.5,146.166666666667,55.9333333333333
Azi2,804.2,867.1,777.7,905.2,938.6,940.8,978.7,982.1,938.1,815.3,964.7,933.4,1211,1054.2,971.8,832.2,1408,1422.2,1426.4,1142.8,1057.4,1118.9,1066.4,1021.4
Azin1,1908.1,2109.9,2711.85,2552.85,1740.85,2179,2263.95,1550.95,2084.2,2566.2,3547.95,2924.9,1735.1,1929.3,1995.65,2278.6,1762.1,1866.2,1776,1444.4,1553,1959.75,1469.55,1716.9
B2m,10419.1,7826.35,11808.5,10685.75,10139,11056.05,10239.4,11099.85,10383.9,9433.45,17210.15,10238.55,11006.3,10400.7,13794,9605.1,8158.15,9066.15,8939,8329.35,7301.4,8213.45,7750.7,8077.7
B3galt4,211.6,250.55,167.4,165.15,332.6,214.95,111.75,183.1,153.3,230.25,153.65,170.3,195.55,276.6,112.45,263,253.75,245.55,244.15,244.45,191.2,297.85,253.65,214.6
B3galt5,72.9,45.6,46.8,146.4,189.1,158.4,83,153.9,230.9,126,149.5,61.8,150.5,196.7,107.2,116.7,196.4,169.8,59.8,182.4,168.6,144.4,267.9,267
B3gat1,250,68.5,308.9,355.7,169.1,139.7,69.1,136.5,483.5,311.6,341.5,330.2,264.9,168.7,278.2,136.4,326.5,36.5,316,546,102.9,263.8,138,427.5
B3glct,277.6,303.2,537.7,336.3,293.2,454,288,401.3,267.9,219,309.4,188.8,280.1,214.6,204.9,149.6,239.5,236,228.2,220.2,185.7,197.5,116.9,206.8
B3gntl1,50.3,43.3,43.1,180.4,43.4,34.1,21.1,22.8,35.9,30.5,38,24.9,27.6,23.2,69.1,17,54.9,41.2,71,21.5,19.9,31.7,25.5,46.7
B4galnt1,333.9,230.8,182.1,324.8,407.7,348.7,304.9,219.8,63.6,85.6,259.2,243.3,201.6,284.5,170.8,140.1,271.4,181.9,168.5,142.6,227.4,106.7,134.3,107.2
B4galt1,726.9,788.3,680.3,647.5,692.1,721.9,548.3,751,608.3,670.1,446.6,854.3,659,411.9,624.7,573.8,360.5,437.8,664.3,467.5,551.4,431.4,737.9,361.6
B4galt6,2115.5,2011,1724.4,1878.8,2575.3,1222.2,1846.3,1293.5,1740.5,1554.9,2600.1,2161.3,1675.2,1730.9,2320.3,2051.6,1595.8,1369.3,1476.1,1415.8,1745.4,1769.6,2189.2,2177.4
Baat,13.1,76.8,42.4,21.8,35.3,9.6,24.2,25,26.8,39.6,25.6,16.5,17.3,14.2,34.1,19.3,27.6,32.3,48.8,39.6,35.2,24.4,118.4,21
Bad,1439.65,1346.9,1222.75,1495.35,1087,1588.45,1734.5,1533.55,1367.75,1378.4,1051.45,1254.4,1280.45,1040.05,1292.05,1299.15,1186.35,1105.2,1265.85,1401.9,1536.45,1288.2,1587.85,1424
Bag6,2439.8,1863.5,1718.8,1481,2433.4,1513.3,2082.9,1549.9,3298.9,2679.9,1929,2395.6,1494.5,2093.8,1489.9,2418.6,2402.2,3161.8,2929.6,2610.5,3109.1,2227.2,2799.1,2662.2
Bak1,986.5,1041.2,963.6,841.4,990.4,749.6,556.1,1000.4,774.3,850.5,788.7,679.3,718.9,690.4,437.3,485,954.1,1086.5,1113.7,1233,1135.8,944.3,1298.1,954.9
Barhl2,48.6,50.3,51.2,53.1,129.1,98.8,23.5,46.3,60.5,46.8,50.1,105,59,87.6,64.9,93.8,62.5,110.4,74.5,81,116.6,75.9,83,67.3
Basp1,341.4,384.7,376.7,321.3,498.2,228.1,365.6,306,568.9,425.2,359.5,495.3,391.7,446.6,299.3,469.1,398.2,429.3,281.9,556.4,307.3,271.8,653.6,501.6
Batf3,57.4,37,58.8,24.9,52.3,31.3,43.2,82.1,34.7,30.2,41.6,43.7,25.3,16.9,19.1,19.4,46.1,27.2,50.8,17.2,41.3,48.8,52.9,21.1
Bax,1561.66666666667,1757.5,1648.4,1497.86666666667,1669.4,1784.5,1815.16666666667,1435.7,2049.7,1595.83333333333,1759.93333333333,1669.76666666667,1700.16666666667,1816.53333333333,1676.6,1711.8,1465.36666666667,1478.56666666667,1672.8,1682.66666666667,1639.26666666667,1655.13333333333,2043.4,1742.1
Bbip1,62.9,61.6,120.4,79.1,77.4,75.7,64.3,56.5,30.4,68.4,79.5,78.5,37.1,69.5,44.3,69.1,16,23,46.8,22.7,79.8,22.8,122.1,43.3
Bbx,563.9,548.2,697.7,591.1,797.3,547,535.4,473.5,442,423.2,579.2,583.8,501.4,411.8,456.4,581,824.2,721,652.4,653.7,646.8,659.8,686.7,747.8
Bcan,238.7,74.4,136.7,78.9,73.8,102.1,144,178.9,183.4,112.3,238.6,71.7,113.6,153.9,39.2,167.3,93.9,53.8,38.8,153.3,40,96.4,158.2,126.1
Bcar1,1120.35,1358.7,1370.75,1104.25,1363.55,1240,886.4,933.15,741.7,1031.35,763.95,888.4,794.6,541.25,704.6,918.4,854.3,852.55,1035.1,1087.75,1106.35,1007.15,1220.95,1098.25
Bcat1,128.3,273.9,352.5,252.4,233.4,219.5,196.6,220.1,65.6,233.3,209.4,185.5,198.9,189.2,207.8,99.7,237.9,276.8,233.7,234,174.3,90.7,307.4,54.9
Bcat2,3424.1,3058.1,2377.4,2971.3,601.1,1783.2,2072.7,2428.5,3250.2,4437.7,3954.6,3611.3,1201.8,1689.2,1520.2,1730.5,3171.1,4876.5,3883,5080.7,2595.9,2001.8,333.7,2139.5
Bckdha,3709.45,2785.85,2341.35,3013.95,2850.1,3010.6,4049.75,3859,3617.75,3987.9,2580.05,2559.85,2706.7,2568.15,1927.4,2892.7,4527.65,4266.9,4910.35,5154.2,4325.65,2779.85,2171.9,3686.15
Bckdhb,4190.5,3678.1,3273.6,4624.7,2942.3,2517.7,2508.6,5540.4,4073.7,4828.8,4259.1,3993.1,2952.9,4550.3,2554.5,4001.3,3829.2,3839.1,4027.9,4426.9,2846.6,2208.7,2552.2,2881.7
Bckdk,88.9,128,138.4,180.1,398.6,194.2,100.5,45.4,49.1,138.7,216.6,187.3,150.2,34.7,245.7,96.9,374.3,296.9,248.1,193.1,304.9,183.8,78.1,134.4
Bcl2,213.733333333333,297.5,235.7,161.166666666667,318.866666666667,164.833333333333,142.2,192.9,237.866666666667,211.366666666667,343.3,251.166666666667,255.833333333333,190.633333333333,214.333333333333,250.933333333333,244.9,216.833333333333,295.166666666667,269.533333333333,203.033333333333,245.733333333333,372.066666666667,266.733333333333
Bcl2l1,926.3,788.125,659.625,650.125,1472.425,1291.375,557.45,960.75,622.45,641.125,526.125,512.425,531.85,504.25,447.2,526.6,630.575,624.65,813.85,687.6,741.025,701.15,908.4,965.1
Bcl2l11,297.3,338.85,316.225,189.15,390.35,217.175,151.75,289.05,224.225,254.5,256.475,275.45,282.65,274.725,306.25,320.925,326.675,217.1,319.95,309.725,252.15,333.2,438.075,376.85
Bcl2l15,98.1,167.3,128.7,210.7,174.4,147.3,129.3,113.8,178.6,241.4,171.1,208.4,230.6,247.3,61.4,183.7,322.9,312.2,319.5,374,226.3,195.2,338.1,244.4
Bcl2l2,567.1,756,558.1,475.7,520,507.6,357.3,479.4,591.2,419,418.6,353.7,500.3,493.7,491.1,693.4,582.9,654.9,603.7,651.6,525.5,558.6,525,605.1
Bcl7b,1203.7,1174.7,1083.6,1137.4,1260.8,1231.1,1210.8,1279.1,1137.3,1294.4,1228.2,917.3,1182,1163.4,1105.2,1364.9,1382.6,1283.2,1546.5,1075.5,1491.9,1448.5,1310.8,1342.9
Bclaf1,1586.2,1383.4,1694.2,1506.8,2176,1566.4,1920.4,1645.3,1277.4,1569.2,2288.1,1664.2,1791.2,1310.7,1570.9,2024.2,1459.7,1102.3,1459.7,1113.2,1272.1,2006.5,1061,1919.3
Bdh1,2118.4,2107.6,2518,3885.6,794.3,879.5,534,2549.1,2747.6,1904.5,1800.6,1598.6,570.8,787.4,533.2,340.8,1464.1,1464.3,1149.1,1326.9,339.8,157.4,296.3,385.5
Bdkrb1,388.15,498.2,554.1,238.85,822.35,375,156.1,265.85,516.35,327.35,349.25,551.95,380.55,360.3,436.3,399.35,636.6,565.65,682.35,515.45,554.15,460.6,761.15,536.95
Bdkrb2,9.4,48.5,32.5,13.4,57.6,20.1,9.9,16.5,45.5,18.1,19.9,16.1,9.6,14.9,24,37.9,17.6,16.1,49.2,23.4,12.6,19,30.9,16.4
Bdnf,268.3,275.057142857143,332.271428571429,296.071428571429,365.042857142857,266.071428571429,299.885714285714,366.585714285714,343.314285714286,229.171428571429,332.857142857143,295.585714285714,290.314285714286,340.928571428571,304.185714285714,331,293.714285714286,278.671428571429,282.628571428571,317.271428571429,311.557142857143,417.442857142857,477.571428571429,501.542857142857
Becn1,4388.4,3972.3,5384,4632.6,2667.7,4917.9,4740.3,4895.4,5013.3,4551.6,7510.3,6358.3,5021.6,5129.9,5942.3,4130.9,4666.3,4539.1,4647.3,4382.4,3822.1,4305.5,3823.6,3971.7
Begain,139.266666666667,182.7,179.5,276.833333333333,262,229.433333333333,149.1,161.133333333333,231.966666666667,277.866666666667,149.166666666667,184.466666666667,167.1,176.833333333333,217.866666666667,206.066666666667,278.466666666667,247.333333333333,294.433333333333,266.666666666667,195,181.433333333333,300.5,222.2
Bend3,510.75,598.5,740.85,485.2,628.2,623.25,682.7,386.8,621.7,545.8,621.35,564.15,669.8,748,660.9,766.25,602.65,601.4,491.45,557.5,508.6,567.15,427.2,457
Bet1,110.5,51.2,78.4,97.8,183.6,118.3,132,207.4,80.3,89.3,69,100.7,91.6,110.1,177.9,86,73.4,80.2,33.2,114,110.2,135,151.8,90.7
Bet1l,226.1,160.8,180.6,152.1,136.7,170.3,181.6,274.05,194.15,132.1,95.1,111.7,174,188.8,119,118.65,158.25,117.8,73.75,150.45,130.4,105.95,95.05,99.05
Bex3,1387.8,1514.3,1667.1,1592.5,1778.7,2330.35,2627.1,1742.8,1604.3,1397,1446.7,1571.6,2428.45,2601.05,2824.6,2712.45,1811.55,1471.3,1729.8,1383.35,4419.15,4766.45,2749.45,3834.85
Bfsp1,64,72.8,94.1,111,83.2,44.3,105.8,32.9,48.9,72.8,58.5,85.5,90.3,37.5,26,41.2,52.5,55.7,64.5,64.7,74.4,49.1,41.7,43.6
Bglap,101.6,159.2,113.7,130.7,135.5,65.4,56.6,126.9,102.9,61.4,202.6,113,113.6,87.2,80.4,72.3,116.8,117.5,141.1,120.2,179.6,120.1,153.1,122.1
Bgn,3683.75,3724.8,3958.75,3714.9,3336.2,2553.9,2780.3,3944.55,3360.75,3621.45,2090.3,1911.2,4270.35,2363.25,2833,2705.5,3468.65,2906,3297.05,3534.05,3833.45,2909.9,4445.35,2795.45
Bhlha15,231.1,243,287.9,309.2,500.9,266.4,275.6,341.9,369.5,376.9,257.3,186.2,339.6,329.2,282.6,350.9,411.9,461.6,311.5,381.5,444.1,328.4,452.7,530.4
Bhlhe40,597.6,1076.3,897.7,726.4,850.5,754.3,1057.5,706,1094.4,959.5,974.9,1556.1,902.9,1074,668.1,1151,1072.3,1115.1,1338.1,975,508.2,569.9,766.9,526
Bhlhe41,278.6,603.1,825.9,689.2,460.6,842.3,864.8,650.1,1932.5,2076.5,2511.8,2409.4,2095.8,1854,2241.5,1920.1,1654.7,1692.5,1396.5,1690.7,372.8,593,511.7,366.4
Bhmt,18.2,49.8,45.4,65.3,180.7,29,70.6,68.8,39.7,86.8,65.4,45.8,77.1,70.5,33,34.8,143.7,49.3,57.8,28.3,116.6,79.7,49.4,70.7
Bicd2,1225.3,1285.6,1665,1559,1112.5,1177.3,1639.2,1312.8,1330.8,1146.8,1779,1343.1,1934.3,1245.3,1046.4,974.5,1488.6,1480.8,1738.2,1562,1229.3,1779.9,1450.7,1702.3
Bid,205.2,206.9,347.8,237.8,316.1,275.7,237.6,267.4,296.4,242,293.7,243,375.5,251.9,174.7,288.4,281.5,221.5,188.8,330.3,91.7,211.3,428.4,191.5
Bin1,601.4,532.25,626.75,802.75,540.6,711.65,819.6,698.75,602.85,694.05,413.95,588.55,608.05,604.3,397.25,493.65,810.3,502.6,660.75,799.55,585.05,502.7,470.65,565.9
Birc2,54,60.7,57.6,25.2,118,42,30.2,43.6,31.4,43.8,19.9,58.1,72.2,17.8,13.1,25.6,29.6,26.1,38.8,24.1,32.1,19.3,33.8,25.5
Blmh,1765.95,1779.2,1513.7,1568.1,1705.8,1276.3,1459.95,1236,1570.1,1818.6,1184.65,1292.2,1372.75,1031.8,1050.55,1450.5,1456.9,1513.1,1360.45,1445.3,920.1,1000.7,1245.65,1223.65
Bloc1s2,369.1,374.1,517,427.2,367.5,637.2,462.8,482.6,447.8,892.5,463.8,534.4,450.4,841.8,324.7,447.9,461.5,455.2,410.6,655.5,400.8,401.5,510.1,307.6
Blvra,1055.3,1072.2,1189.8,804.5,1151.4,921.3,1157.6,1043.8,1311.5,1333.3,1546.7,1777.1,822.2,501.1,760.8,1706.2,1103.2,1038.4,1169.4,1417.7,1221.4,806.9,983.1,1083.7
Bmp2,85.45,81.65,49.8,19.2,133.1,95.3,31.65,30.4,86.95,39.1,45.6,17.45,36.8,23.65,25.55,45.4,63.6,30,32.5,69.45,99.25,43.75,108.2,74.35
Bmp2k,92.4,139.7,92,100.2,201.6,205,41.3,49.3,303.3,52.9,142.7,297.3,234.9,163.3,75.4,185.1,181.4,241.1,183,198.7,143.9,219.3,241.4,282.5
Bmp3,57.2,25.6,32.9,11.7,78.65,13.35,6.8,49,34.35,47.1,83.1,30.7,23.1,22.75,82.2,40.7,35.75,28.4,90.7,90.35,37.45,74.9,94.95,36.6
Bmp4,156,161.6,113.1,208.1,85.9,27.4,171.1,202.5,206.3,199.9,26.3,110.7,73.1,118.9,98.6,127.9,190.9,187.9,80.2,162.1,52.8,230.5,68.1,79.6
Bmp6,643.35,665.7,769.25,701.05,895.6,715.6,571.95,673.1,727.15,630.15,501.75,696.1,782.65,570.8,815.9,571.95,699.25,573.8,565.55,641.85,641.4,657.85,525.45,680.3
Bmp7,38.9,68.4,82.2,43.1,124.5,44.1,47.2,40.2,69.4,73.9,51,55.8,52,42.2,76.5,56.8,76.4,120.6,96.1,38.9,75.9,77.9,98.1,62.1
Bmpr1a,441.8,541.1,427.3,464.1,329.7,515.8,378.6,315.8,321.6,261.6,329.9,420.7,539.1,389,444.3,365.4,432.6,360.7,351.9,285.8,320.1,346.8,407.7,464.6
Bmyc,523.166666666667,477.2,535.9,521.2,471.4,485.566666666667,749.4,493.6,303.966666666667,682.633333333333,261.3,492.433333333333,503.1,467.6,408.133333333333,752.8,645.2,530.533333333333,438.8,581.966666666667,629.133333333333,581.966666666667,404.366666666667,509.066666666667
Bnip3l,5163.3,4097.3,5601.8,5218.3,3890.1,5652.8,6210.7,6680.4,4649.8,4483.4,6910,5698.4,4993.3,5684.6,6705.2,4901.2,5572.5,5945,5289.2,6121.8,4856.1,4858.1,4729.8,4878.5
Boc,395.3,142.9,454.6,233.8,318.1,209,402.6,87.1,230.3,285,385.9,343.5,276.7,218.5,634.4,226.3,235.6,322.9,193.2,289.9,234.4,229.4,255.1,204
Bod1l1,7,12.6,20.4,20.5,39.7,15,6.5,16,21.2,10.6,14.1,10.8,5.8,8.2,9.5,5.5,15.3,11.1,20.7,6.5,8.2,7.4,23,7.6
Bok,709.5,1111.2,966.75,851.5,1008.5,685.3,641.45,613.4,1152.75,765,600.05,869.05,870.1,929.9,784.05,865.5,1003.1,1031.75,1067.1,885.65,849.05,777.75,1230.45,851.15
Bpifa2,42.8,70.4,49.4,50,129.7,29.4,29.1,36.3,98.9,67.7,94.2,86.7,48.9,52.4,43.2,60.2,94.8,87.4,93.2,66.5,50.6,79.9,101,71.7
Bpifa2f,42.65,105.825,102.85,71.5,165.45,52.4,47.15,70.725,136.55,35.375,107.675,76.425,48.1,74.6,105.475,61.8,97.25,106.7,107.275,133.775,144.05,132.425,145.4,88.9
Bpifa5,194.7,299.3,145.8,47.7,450.5,146.5,48.1,173.2,338.5,52.7,280.1,213.5,103,63.6,172.1,65,386.7,424.6,147.5,64,206.2,76.3,140.5,263
Bpifb3,30.9,69.8,49.3,24.1,58.6,10,16.7,16.3,52.9,15.8,52.6,54.3,33,85.2,81,117.2,64.4,108.5,21.6,61.5,34,32.3,60.7,39.7
Bpifb4,29.05,36.6,38.55,36.9,124,27.25,35.15,37.1,36.4,27.15,36.4,36.55,31.75,37.2,33.45,24.3,35.95,28.35,46.15,26.05,40.5,44,46.25,33.5
Bpnt1,1349.3,1514.4,1519.3,1533.5,1329.95,1270.75,1022.05,1383.3,1642.8,1575.25,2428.55,1971.05,1287.15,1484.55,1545.95,1353.8,1283.95,1171.95,1339.95,1231.95,772.5,1019.15,1275.15,995.7
Brap,451.45,439.65,435.75,422.55,444.45,456.1,342.8,498.2,582.3,473.25,369.7,399.85,551.75,486.05,390.55,454.6,477.55,490.5,604.65,541.35,588.7,643.15,682.4,543.75
Brca1,12,34.6,19.4,14.4,48.45,22,8,9.05,17.6,11.6,16.85,24.55,12.05,18.3,14.85,11.75,18.7,23.25,29.7,20.65,20.1,17.5,33.95,23
Brca2,80.1,148.8,71.5,51.9,129.1,86.5,101.3,133.5,106.5,54.2,174.1,250.1,47.1,49.1,74.4,202.7,89.6,339.4,74.9,50.9,47.4,79.1,64,116
Brcc3,761.1,798.85,1035.35,889.9,960.8,844.3,965.55,852.15,959.6,885.8,1576,1014,1038.2,924.5,1162.6,869.25,875.4,718.5,713.75,737.15,552,965.55,790.95,743.35
Bsg,19030.8,17769.7,13614.4,18673.4,16971.5,15194,16920.6,16094.9,22019.6,20287.3,15305.1,15700.8,13583.8,17977.2,12570.8,16530.4,18582.7,20436.9,21648.2,22388.3,24445.3,20685.7,16200,19427.2
Bsn,30.3,162.8,89.1,28.1,144.6,17.2,26.5,19.2,43.5,36,35.1,56.7,38,50.3,50.9,76.5,27.3,80.3,60.7,41.4,31.6,47.7,128.7,43.2
Bst1,275.8,447.4,313.9,412.5,335.7,453.5,306.6,375.9,477.8,456.7,567.4,497.3,506.5,249.4,618.8,305,473.7,434,352.5,293.7,357.4,202.2,469.8,193.9
Btd,924.1,597.6,1103,1292.6,768,1431,1484.5,790.9,452.8,1287.7,1354.3,649.9,915.5,599.5,589.6,606.4,663.9,464.7,564.2,562.4,359.8,636.8,514.2,632.1
Btf3l4,1455.3,1133.2,1485.9,1324.4,1270.1,1389.9,2009.6,1337,1009.4,1350.6,1719.8,1435.9,1617.9,1519.8,1723.7,1931.6,1027.4,916.5,868.2,712,800.7,1085.1,855.1,1268.5
Btg1,5595.5,4656,5046.1,5811.35,4506.6,5545.65,5637.2,7484.5,3549.05,4334.6,5287.45,5325.4,5237.9,4936.55,4771.9,4836.85,4469.7,3766.05,4523.5,4523.65,6078.95,6151.05,6805.15,5613.05
Btg2,4865.9,2524.33333333333,2392.43333333333,2881.26666666667,3178.76666666667,2915.83333333333,3736.66666666667,5598.83333333333,2542.7,2603.76666666667,3177.2,10845.3333333333,1966.7,12644.6,2178.43333333333,2480.93333333333,3327.9,2926.53333333333,8511.16666666667,6040.86666666667,2960.83333333333,2796.9,3539.4,3732.4
Btg3,323.75,371.7,309.25,243.3,308.4,407.6,286.1,330.4,277.8,251.65,274.65,399.15,182.55,323.65,202.7,253.05,369.3,268.5,334.9,296.55,265.3,238.6,436.9,340.25
Bub1b,224.05,203.65,199.75,133.85,229.75,28.95,87.45,141.5,185.85,147.45,115.7,197.5,171,155.45,148.9,144.25,184.5,191.8,206.05,219.65,95.75,216.05,208,181.6
Bud13,640.2,668,616.6,666.1,660.5,547.9,676.3,663.5,783.1,634.9,636.5,642.1,715.3,610.2,603.7,590.9,689.4,711.2,649.7,632.8,839.8,750.2,781.4,619.9
Bud31,2345.3,1943.6,2218.2,2104.6,2658.8,2870.2,3361.4,3345.1,2318.7,2257.2,3388.4,2388.2,3184.4,3561.6,3686.8,3233.2,2467.3,2361,2108.1,2001,4187.6,4233.2,3875.4,4190.3
C1d,1063.9,619.4,1080.2,1089.6,744.4,1107.4,1497.3,939.2,1235.2,882.9,2027.8,768.6,1150.5,1045.5,1143.1,702.1,773.9,521.5,526.2,509.1,344.6,651.9,593.8,629.6
C1qb,1656.7,1448.2,1790.65,1753,1848.1,2141,2499.4,2717.05,1943.2,2220.35,1169.6,1775.45,2170.45,1772.65,1278.85,1714.5,1937.75,1657.95,2204.9,2285.5,4012.4,2461.35,4860.05,2682.4
C1qbp,4684.1,4344.2,4471.1,5362.9,4074.5,4799.8,4331.5,5039.1,4486.8,5463.6,5349.4,5034.8,4762.3,4223.5,5258.8,6212.9,5033.4,4760.4,4054.9,4531,4961.4,5743,4091.2,5480.8
C1qc,400.7,331,349.233333333333,336.833333333333,538.266666666667,367.066666666667,399.766666666667,460.033333333333,404.633333333333,374.433333333333,236.433333333333,283.2,429.066666666667,453.3,227.633333333333,375.133333333333,432.6,437.933333333333,547.133333333333,420.133333333333,618.766666666667,530.533333333333,633.533333333333,493.766666666667
C1qtnf6,780.7,803.8,973.2,641.1,757.6,650.6,698.9,713.2,777.2,881.5,812.7,773.2,898.3,431.5,484.7,746.6,764.8,648.7,938.4,690.8,576.2,699.1,816.3,627.6
C1r,5314.8,3258.8,4961.2,3658.5,3498.5,4656.3,4811.2,4665,3708.7,4291.6,3426.5,3823.7,5313.7,3578.2,4060.3,4678.4,3918.7,3262.9,3528.4,3087.4,4459.3,3484.5,4992.3,3269.7
C1s,3254.9,1354.2,3144.8,2025.3,2928.1,3991.6,3724,2934.2,1839.1,2434.8,3994.5,3231.6,4247,3505.2,3547.2,2822.8,2567.9,1997.9,2706.9,2600.2,3381.1,2890.8,4270.8,2927.5
C2,356.2,308.2,372.8,326.6,212.3,319.3,361.2,423.3,343.1,171.4,149.8,115.3,504.1,113.1,278.3,142.5,198.5,350.7,336.7,64.8,102.7,115.2,825.3,133.2
C2cd4b,154.8,181,173.2,92.3,242.6,402.9,203.9,83.8,157.9,106.9,89.5,135.2,552.8,588.5,428.6,658,158.2,735.8,157.3,146.3,983.5,879,1290.3,1091.4
C3,36.35,48.95,31.85,17.1,72.05,33.9,29.9,44.15,30.05,20.75,36.25,35.2,31.7,25.1,32.75,26.05,46.1,39.25,60.3,30.6,46.55,42.6,521.95,34.65
C3ar1,71.2,188.8,119.1,64,176.1,60.1,52.5,94.3,104.4,97.5,56.5,63,41.5,98.1,60.2,113.5,120.8,98.2,104.7,73.4,143.4,89.5,238.2,104.9
C4a,146.6,168.3,202.35,150.85,280.05,374.6,711.05,160.05,169.8,202.7,133.25,174.85,344.3,166.1,158.2,173,202.65,188.3,267.55,176.7,616.85,211,2087.35,223
C4b,146.6,168.3,202.35,150.85,280.05,374.6,711.05,160.05,169.8,202.7,133.25,174.85,344.3,166.1,158.2,173,202.65,188.3,267.55,176.7,616.85,211,2087.35,223
C4bpa,28,50.5,26.5,19.7,64.8,23.3,19.9,22.1,34.2,13.7,17,22.5,25.6,41.1,23.7,16.3,29.3,32.4,63,26,39.8,15.6,21.7,28.2
C4bpb,147.3,92,186.2,170.3,451.8,166.3,99.7,147.9,221.4,171.9,107.5,67.8,164.2,225.1,166,112.5,216.6,225.3,207.7,170.5,120.9,170.6,85.1,166.7
C5ar1,1019.65,1028.5,894.5,802.05,967.75,941.6,837.5,867.6,856.65,967.25,1047.3,1037.75,1140.75,1028.65,958.95,977.6,1147.7,1372,1273.1,1162.65,1149.3,1094.3,1876.45,1233.2
C8b,35.25,129.3,108.65,47.8,149.2,78.95,53.8,77.95,111,64.25,59.75,134.35,56.75,81.85,90.6,93.7,62.4,169.2,182.4,132.6,124.3,83.85,99.9,121.15
C9,29.2,30.2,156.7,89.5,51.5,92.1,96.4,74.7,130,89.1,32.5,148.6,124.9,121.1,165.9,52.8,114.4,73.3,133.9,126.6,88.7,118.9,206.6,178.7
Cox1,56754.2,57263.8,65408.1,60311.1333333333,62546.5666666667,58122.1,59013.8333333333,54509.9333333333,76432.9333333333,58697.6,97922.8,68978.2333333333,63220.7666666667,64410.4333333333,127421.1,61153.7,61068.1,77230.2333333333,51989,61467.1333333333,62233.0333333333,52231.6,46676.4666666667,65886.6333333333
Cox2,37145.2,36398.1,41337.6,36907.2,40635.9,37167.5,30230.6,38685.7,51073.7,31518.9,55590.5,40952.2,32895.4,34611.9,67711.7,35561.5,32887,30110.6,29116.8,32221.3,31680.8,29225.5,22956.6,37088.8
Cox3,57318.9,64195.3,62696.7,57288,61876,58637.8,55598,52827,81528.2,57135.3,100252.4,77578.2,59336.1,52247,132059.2,64169,57514,76872.3,54766.1,67387.8,47955.5,51385.7,45332.2,62235.4
Cytb,52173.95,66138.525,62746.575,57723.5,66863.45,59647.75,60021.225,55758.5,92069.425,65465.6,117739.25,72446.475,72060.25,78583.7,152973.4,72977.7,64186.675,83820.675,62792.8,76325.075,70519.85,61711.6,62030.55,72758.775
Ca5a,363.9,601.7,486.5,410.9,579.9,353.2,289.6,354.6,540.5,429,460.3,465.5,428.1,436,467.5,384.8,581.9,658.1,764.1,598.1,705,740.3,677.2,589.5
Ca5b,12.1,50.3,29.6,17.1,149.6,13.9,60.2,12.7,14.5,38.4,29.7,14.4,23.9,24.4,32.8,7.1,25.9,43.2,76.1,15.7,20.4,22.1,22.4,29.3
Cabin1,1534.1,1777.8,1401.55,1713.65,716.2,1615.25,1505.7,1678.9,1525.9,1811.65,1359.1,1622.7,1721.45,1177.2,1241.05,1781.6,2053.65,2248.2,2042.1,2066.8,1906,1606.3,1832.2,1811.75
Cabp1,139.8,140.75,214.2,212.55,271.05,199.1,259.3,221.55,93.35,202.2,105.7,108.45,181.6,86.35,62.6,141.65,204.65,107.05,218.9,145.85,134.8,118.1,366.4,279.6
Cacna1a,373.025,359.925,359.175,416.125,460.55,371.1,342.7,370.425,500.95,436.05,447.425,429.175,462.45,395.475,372.825,398.5,685.475,517,505.2,452.075,452.45,564.025,415.65,552.675
Cacna1b,108,233.2,351.1,249.15,333.95,298.8,209.55,125.35,535.75,161.4,303.9,612.55,480.15,636.15,314,364.4,290.85,319.25,435.95,349.7,227.25,262.85,391.85,298.95
Cacna1c,1894.03333333333,1792.83333333333,1713.73333333333,1584.56666666667,1765.13333333333,1931.8,1064.3,1696.23333333333,1505.86666666667,1124,1507.13333333333,1266.53333333333,1384.83333333333,1365,1209.43333333333,1377.1,1344.43333333333,1872.7,1665.2,1216.23333333333,1837.73333333333,1593.93333333333,1210.36666666667,1582.13333333333
Cacna1d,61.6666666666667,88.0166666666667,98.0333333333333,74.15,135.25,70.2166666666667,32.65,107.683333333333,72.2833333333333,100.7,59.5333333333333,145.283333333333,56.3,89.0666666666667,62.4666666666667,49.6833333333333,74.75,71.6333333333333,97.4,79.25,160.35,101.333333333333,125.633333333333,126.15
Cacna1e,74.2,349.8,269.2,144,194,214.5,180,172.5,278.4,178.5,225,199.1,229.8,227.3,237.4,119.7,268.9,252.1,404.2,440.5,261.6,224.6,391.2,275.7
