,GSM107412,GSM107413,GSM107414,GSM107415,GSM107416,GSM107417,GSM107418,GSM107419,GSM107420,GSM107421,GSM107422,GSM107423,GSM107424,GSM107425,GSM107426,GSM107427,GSM107428,GSM107429,GSM107430,GSM107431,GSM107432,GSM107433,GSM107434,GSM107435
Arfgap2,1902,2798.4,1570.5,2252.3,2294.6,2034.5,2263.8,2358.6,3254.5,2444.1,1523.3,1756.8,2681.4,2825.5,1958.6,1554.3,2893.9,3540.2,3249.2,3313.7,3202.4,3529,3157.3,2342.3
Arfrp1,997.6,851.1,950.7,1110,895.9,1158.5,1266.9,1292.5,1212.1,1157.1,1017.9,943,892.1,1202.1,785.3,886.2,984.2,665.5,1031.1,734.7,854.1,840.2,939.3,731.6
Arg1,46,127.3,36.6,202.5,67,40.2,82.3,60.7,64.9,30.6,59.1,96,29.3,174.7,193.1,39.4,87.6,54.2,73.3,51.4,76.4,49.9,78.9,43.8
Arg2,27.9,17.7,12.3,16.7,31.4,17.7,32.8,13.1,31.8,7.7,45.4,16.2,36.9,36.5,30.1,28.8,30.5,24.4,40.2,28.4,80.1,28.9,21,56.7
Arhgap1,1849,2201.4,1590.3,1888.1,1978.85,2214.85,2147.2,2421.15,1485.35,1636.95,755.7,1221.3,2119.65,1124.55,1359.85,2045.05,1212.1,2180.35,1391.7,1877.95,2841.15,3261.05,2531.9,3077.9
Arhgap10,1419.7,1098.1,1249.2,1303,1213.6,1288.6,1161.6,1532.2,1081.3,1318.1,1088.7,1309.5,1219.2,1207.3,1431.5,1084.9,1219.8,1157.5,1207.4,1158.4,1677.6,1417.9,1509.1,1468.1
Arhgap25,563.9,430.7,427.5,436,424.5,549.6,428,410.6,632.3,387.7,515.5,490.6,501.4,502.7,156.5,284,578.6,473.6,507.7,502.4,384.4,413.8,575.6,509.1
Arhgap28,69.7,69.3,140.1,121.4,98.9,258.2,191.1,129.9,84.9,64.9,60.6,51.7,62.1,58.9,55.1,89.2,69.1,68.9,74.7,62.4,64.1,71.6,64.3,74.8
Arhgap30,162.2,126,272.5,51.2,391.6,162.9,149.8,178.4,171.9,50.5,266.8,277.5,151.4,314.7,214.6,213.7,134.6,331.8,340.8,99.1,201.9,163.8,406.5,203
Arhgap39,562.5,315.8,526.8,586.3,328.7,487.4,469,566.1,175.4,437,211.5,548.8,670.1,422.8,533.7,464,224.8,383.6,351.8,365.2,219.1,296.4,233.9,557.4
Arhgef4,211.5,333.1,235.7,222.8,351,206.7,243.1,174.9,305.1,142,502.2,407.2,303.3,212,618.4,347.3,260.5,218.4,239.1,211.7,223.3,104.3,300.3,221.9
Arhgef7,1382.03333333333,1322.56666666667,1247.73333333333,1638.36666666667,1195.5,1224.66666666667,1477.56666666667,1065.86666666667,1162.66666666667,1243.46666666667,1115.2,772,862.066666666667,804.6,972.133333333333,966.566666666667,1513.03333333333,1389.23333333333,1513.5,1677,1209,1138.93333333333,1381.96666666667,1143.73333333333
Arhgef9,173.1,131.7,110.2,175.8,163.6,127.6,126.3,135.6,112.3,120,214.4,63.6,204.4,23.3,256.8,125.3,354.1,302.2,347.5,261.9,241.5,268.8,167.7,228.3
Arih2,402.15,412.9,378.7,353.5,349.9,298.6,323.85,408.8,344.6,331.95,304.9,427.1,357.9,399.4,242.95,432,345.1,326,352.05,348.35,385.25,341.2,327.55,367.6
Arl1,1084.53333333333,1248.23333333333,1381.03333333333,1285.46666666667,1191.26666666667,1362,1422.06666666667,1105.66666666667,945.2,1303.26666666667,1189.7,1163.2,1216.5,1487.7,1163.66666666667,1370.26666666667,1061.7,986.366666666667,907.666666666667,931.566666666667,984.466666666667,1019.43333333333,946.7,876.233333333333
Arl10,188.95,236.55,309.65,248.8,258.95,191.3,236.45,235.5,289.2,226.7,185.05,192.85,250.35,254.9,162.7,138.6,185.35,123.1,162.95,205.1,186.4,218.85,229.7,209.35
Arl11,418.5,343.9,231.6,333,196.6,322.8,361.2,475.4,380.4,465.2,421,467.2,396,299.6,348.1,330.6,517.8,297.6,424.4,316.4,444,565.2,751.7,433.7
Arl2,114.6,182,128.6,130.8,108.2,129,153.8,102.6,87.8,126.4,83.5,62.9,103.3,82.3,66,80.5,188.6,191.5,211.9,195.8,169.9,135.9,125.9,166.9
Arl3,38.7,149.6,153.45,143.4,146.7,165.8,213.4,122.55,83.5,121.85,111.65,115.7,162.6,117.5,159.95,129.85,150.55,152.75,164.65,167.15,143.15,224.95,168.75,217.7
Arl4a,2237.8,1238.3,1145.4,1419.7,1696.3,2074.3,1862.3,1786.2,1509.2,1448.6,1878,3224.6,1790.5,1894.2,1542.1,1650.1,1311.1,1151.5,1567.5,1110.2,1272.6,1655.8,1355.8,1259.2
Arl5a,781.4,724.55,825,748.4,829.6,653.65,675.1,549.65,373.95,665.85,734.85,632.55,588.75,467.35,618.25,592.2,561.8,384.5,572.05,374.55,435.15,431.45,423.2,414.25
Arl6ip4,1260.55,1114.2,1309.35,1326.75,1024.55,1121.25,1107.35,1246.7,1801.6,1300.8,1285.35,1365.2,1507.8,1725.3,1294,1395.65,1709.35,1719.7,1500.15,1790.3,1460.6,1666.05,1552.7,1668.15
Arl6ip6,388.6,515,341.7,569.2,413.5,845.4,576,540.7,521.2,441.4,649.1,534.9,511.2,433.3,861.4,320.8,400.3,284.9,257.9,281.6,232.6,586.2,528.1,310
Armc6,361.7,573.2,367.9,314.1,447,449.7,438.3,352.8,502.4,397,336.7,505.4,448.6,505.7,475.9,332.4,670.3,457.5,500.2,372.7,466.9,442.5,557.2,266.4
Arnt,665.7,665.9,615.8,560.95,800,558.15,404.9,724.95,553.1,531.5,554.05,509.75,519.65,603.3,495.55,555.45,317.3,416.9,378.15,316.2,357.8,385.35,490.5,442.45
Arnt2,260.7,267.7,240.3,188.9,377.5,262.7,159.9,305.3,434.5,272.8,256.1,381.8,314,278.6,187.3,154.4,331.4,316.4,381.3,363.1,196.7,361.7,368.6,356.2
Arntl,1528.25,749.45,1045.3,625,664.85,443.3,473.65,412.2,30.6,27.2,29.45,56.9,33,29.8,43.25,33.3,36.15,32.5,46.25,28.1,124.35,41.75,232.45,337.8
Arpc1b,2998.5,3283.15,3450.5,2695.1,4272.65,2734.3,2860.25,2705.55,3242.1,3258.4,3014.2,3006.35,2455.8,2052.95,2213.35,2558.55,2221.45,1955.25,2536.85,2327.1,1280.3,1316.55,4112.35,1731.15
Arpc4,1461.4,1883.8,1118.3,2130.6,1716.5,1325.5,1424.6,1876.5,3809.7,1527.3,2331.1,2427.8,2111.2,1489.4,1898.2,2108.6,1716.6,2492.1,3761.1,2009.1,2493,1888.3,3159.7,2137.3
Arpc5l,2011.5,2016.3,2896.5,1997.5,2052.1,1984.8,2422,1630.9,2744.3,2494.1,3334.5,3095,2420.1,2866.5,2432.8,2767.2,2339,1913.1,2470.1,2292.1,2059.2,2087.9,2160.9,2015.9
Arpp21,163.05,294.5,173.45,151.95,329.25,143.5,154.55,158.45,247.5,195.75,282.7,248.3,197.8,188.2,201.65,233.2,233.1,372.45,326.95,211.95,298.3,235.2,457.95,183.1
Arr3,9.1,15,26.4,34.5,35.3,7.4,49.3,3.8,22.8,5.3,11.2,3.3,10.3,9,5.9,70.4,20.2,11.1,14.4,20,24.8,12.8,32.4,19.1
Arrb1,17.3,49.1,23.9,67.5,62.4,14,49.1,18.8,50.1,16.2,44.8,17.5,24.9,30.4,21.6,14.3,36.5,27.5,44.6,26.9,35.8,27.5,24.4,39.2
Arrb2,798.2,598.3,647.55,664.9,670.5,787.65,531.35,825.4,542,571.15,545.15,472.7,578.15,482.1,406.45,477.4,620.95,647.9,614.2,738.6,657.6,609.8,681.25,595.8
Arrdc1,1384.3,1530,1625.7,1331,1436.5,1119.8,1207.6,1210.2,1557.5,1533.3,1220.3,1231.2,1541.7,1386.6,1203.4,1294.4,1762.4,1720.2,1506.2,1585.2,1609.5,1338.6,1761.5,1698.1
Arrdc4,377.9,226.3,452,441.1,290.9,297.9,659.8,600.5,324.1,172.7,444.5,479.3,795.9,569.4,487.3,570.8,301,351.3,349.8,237.8,407.6,665.4,473.3,568.5
Arsb,1192.9,1112.7,1128.2,1041,1372.2,890.9,629.4,844.6,714.4,876.8,814.2,750.6,1070.6,653.3,919,835.3,1097.1,860.9,973.4,858.7,741.3,743.8,693.1,850
Art2b,61.76,82.12,74.78,54.22,210.56,81.98,57.86,75.48,68.94,78.6,107.88,116.78,79.86,62.42,132.86,103.64,113.64,144.36,64.38,175.64,62.66,125.86,168.8,91.36
Asah1,342.1,380.6,397.1,361,476,366,391.9,345.8,494,357.6,437.6,590.4,417.5,509.1,213,487,576.6,491.3,291.9,504,582.4,395.1,507.1,173.1
Asb1,173,119,102.5,267.3,290.9,328.7,229.6,340.9,245.7,267,313.6,367.6,255,425.6,107.3,260.6,392.2,323.6,133.2,339.7,397,356.8,240.1,244.4
Asb2,10990.1,10715.1,11234.6,12587.9,7583.9,12221.9,11361.8,11947.8,7980.5,9700.1,5454.6,6925.3,6983.6,4890.4,5014.9,7628.4,12403.4,11283.4,10138.2,11645.3,16055.3,15364.2,11758.5,11817
Asb9,14.8,20.7,24.1,31.9,63.7,16.2,81.4,15.9,30.8,9.4,131.2,28.2,31.5,32.8,11.4,62.3,45.4,23.1,28.2,45.7,65.3,38.8,41.8,53.5
Ascl1,49.5,93.9,210.4,83.4,320.6,81.1,55,65,83.7,82.2,75.1,288.3,88.9,91.9,67.1,74.5,105.7,87.9,254.8,102.6,121.4,111.6,172.7,90.6
Ascl2,28.2,69.8,83.8,33.6,99.3,145.8,130.1,173,95.6,178.5,64.1,155.7,60.1,42.5,50.2,106.8,135.4,55.1,116.1,171.9,188.4,92.7,83,75.4
Asf1b,128.2,205.5,156.4,172.2,42.9,40.9,27.3,145.2,155.9,56.3,98.2,98.3,90.1,23.5,19.2,27.4,57,117.8,159.7,40.2,38.2,43.4,222.9,54.6
Asgr1,44.8,62.7,116.1,42.65,109.6,37.2,44.25,108.85,70.35,51.3,181.65,62.6,90.95,59.1,168.4,101.95,60.35,64.65,62.15,68.1,64.35,80.65,86.15,68.2
Asgr2,156.6,199.3,323.4,273.9,442.7,501.1,401.5,240.3,438.7,225.2,248.2,250.8,322.3,445.1,361.1,540.3,328.7,408.7,464.3,267.8,437.1,504.9,1031.3,538.2
Asic1,375.8,205.6,202.4,108.5,336.7,245.1,114.5,68.2,399.1,296.7,359,236.5,289.5,371.6,196.6,262.4,291.3,309.3,453.9,428.9,354.2,399.4,186.8,450.9
Asic2,147.2,220.95,199.1,109.75,301.65,152.05,114.95,95.6,239.6,169.35,288.9,211.05,249.15,128.45,207.95,77,250.55,290.15,248.45,296.95,147.3,182.95,312.2,291.7
Asic3,66.6,113.8,217.3,165.2,114.5,91.1,45.1,85.6,158.1,136.5,67,180.7,166.6,77.9,129.7,68.9,218,301.2,355.7,296.7,215.4,73.8,250.7,308.8
Asl,636.85,753.1,860.5,639.6,843.9,762.65,558.3,708.8,1003.6,737.35,633.95,705.95,736.7,663.5,480.8,680.65,812.1,1008.35,845.95,955.9,803.6,782.95,1002.25,671.3
Asmt,105.4,58.5,86.5,144.3,71.2,125.9,151.1,116.9,125.9,15.5,89.5,26.7,16.2,108.4,67.5,21.9,240.4,176.3,64.6,113.1,59.2,118.5,75.7,71.7
Asns,74.4,192,95.5,96.7,289.1,139.3,127.2,27.1,146.1,139.9,87.8,33.4,128.9,66.4,223.8,172,132.7,39.3,168.2,82.2,83.7,36.2,328.3,120.5
Asnsd1,1346.26666666667,1520.83333333333,1505.13333333333,1462.5,1431,1588.96666666667,1311.73333333333,1430.03333333333,1287.5,1343.23333333333,1488.93333333333,1323.86666666667,1442.46666666667,1336.16666666667,1457.46666666667,999.5,1585.23333333333,1452.96666666667,1277.1,1313.96666666667,1521,1575.7,1528.03333333333,1298.43333333333
Aspg,69.5,64.8,47.4,36.8,47.5,37.3,45,26.4,71.8,108.5,56.6,46.2,52.1,71.7,146,40.2,54.5,55.7,34.7,59.6,39.2,47.2,71.1,44.2
Asph,7038.6,6021.1,7871.1,6429.1,5056.7,6183.1,6306.6,4481.1,6060.7,7830.1,7422.4,6673.7,6340,5500.8,4193.6,6170,7601.2,5745.6,6202.2,6991.9,5376.2,6165.4,4494,5940.4
Aspn,147.9,134.4,218.6,347.7,156.2,120.1,363.4,285.4,293.6,192,329.5,153.5,316.1,47.3,195.7,283.9,188.2,176.7,138.3,197.2,103.3,134.3,35.9,68.9
Ass1,26.2,38.6,45.1,15.8,50.6,20.8,11.2,19.7,29.9,36.4,27.4,19.9,16.3,28.2,16.3,22.2,51.1,44.1,56.8,33.6,24.6,30,54.5,19.1
Asun,47.1,143.5,148.4,29.7,105.3,20.6,28.6,20.9,97.7,12.4,78.3,27.3,65.1,197.3,55.6,45.5,74.3,29,29.6,39.7,17,39.1,39.2,46.9
Ate1,736.6,715.6,1572.8,832.9,756,1252.5,682,655.6,806.2,826.5,1522.7,1422.1,1162.4,576.7,830.4,849.6,1097.9,918.4,654.4,938.3,845.5,1284.5,1004.9,1059.3
Atf2,153.35,161.85,133.25,168.35,212.65,52.5,132.25,113.6,21.95,109.6,35.15,94.7,132.9,44.6,169.85,131.9,89.45,71.1,78.8,72.8,70.6,81.6,78,72.35
Atf3,613.4,464.8,339.2,491.8,537.9,355.1,428.3,1925.6,352.8,342.5,1948.1,2944.9,372.8,2335.5,523.7,285.7,1056.1,685.2,6848.3,1025.6,519.2,533.2,848.2,590.1
Atg13,1450.9,832.1,1271.7,1005.2,1152.2,1436.1,1184.3,1299.2,667.8,1216.1,761.1,708.3,1107.8,725.4,794.3,1574,1367.8,1220.6,1267.1,1222.1,2164,1734.2,1259.2,2137
Atg16l1,667.4,686.8,863.9,813.6,579.9,898.3,701,772.1,938.4,640.3,907,730.4,766.7,1006.1,680.5,632,622.7,652.9,630.8,652.7,615.3,597,675.6,526.1
Atic,1568.75,1148.25,1544.55,913,1243.4,1350.1,1429.85,1261.7,870.95,1188.4,793.9,1286.2,1367.85,903.45,1094.4,1505.75,1193.25,1253.6,1449.45,1230.15,1180.8,1224.95,830.7,1089.55
Atn1,870.9,837.95,977.8,816.5,703.5,1036.95,571.75,1072.75,102.7,641.85,363.45,477.9,640.55,353.75,394.05,420.9,860.25,775.65,836.9,784.75,1441.6,899.65,983,893.6
Atp12a,44.9,56.65,47.3,77.2,80.8,84.45,88.2,79.15,94.65,47.55,84,70.1,104.95,130.9,114.4,108.3,76.45,40.7,68.9,32.85,102.1,155.4,129.45,168.55
Atp13a1,1048.65,993.15,840.6,852.35,1096.8,957.15,745.35,944.05,902.6,740.95,605.8,851,787.8,827.8,525.65,746.35,904.05,1112.35,946.25,1042,1056.7,991.05,1110.25,977.05
Atp1a1,5788.1,5465.275,3895.575,4575.25,4662.975,4249.2,4748.1,4477.975,4058.45,4906.275,2690.8,3288.175,4208.25,3912,2840.05,4781.525,3808.825,3918.45,4333.45,3340.525,3494.025,3199.075,3885.4,3836.95
Atp1a2,1718.5,2026.35,3167.9,2970.3,2368.55,2542.85,2189.65,2737.1,1413.65,1626.3,1416.3,1639.3,889.95,885.8,854.35,1153,1353.7,1359.6,1687.1,1252.25,731.7,901.3,470.25,1191.6
Atp1a3,379.8,400.9,680.5,497.2,615.4,310,403.5,381.6,1017.55,552.5,571.1,633,596.2,464.75,533,508.9,1173.6,750.05,1013.05,956.9,476.6,486.05,759.5,523.5
Atp1a4,11.7,29.1,28.7,15.9,79.3,21.6,8.4,66.7,29.4,21.3,21.2,28.1,12.1,15.8,17.1,9.9,31.7,43.2,49.9,16.3,47,43.3,54.1,23.3
Atp1b1,8873.53333333333,11109.4666666667,11293.7333333333,10790.4,8048,10535.0333333333,8715.36666666667,7918.93333333333,9702.7,9477.33333333333,14993.9333333333,12197.5666666667,7957.1,8841.2,13520.0333333333,7969.6,8628.66666666667,7765.43333333333,8106,8484.36666666667,6169.1,6132.93333333333,6338.96666666667,5958.36666666667
Atp1b2,472.466666666667,540.966666666667,642.333333333333,462.766666666667,894.366666666667,438.133333333333,244.266666666667,537.333333333333,337.366666666667,433.866666666667,373.466666666667,279.533333333333,397.4,300.9,306.866666666667,446.9,350.266666666667,369.133333333333,678,365.766666666667,574.333333333333,509.4,457.466666666667,523.766666666667
Atp1b3,4156.4,3322.5,3162.9,3311.4,3290.7,3052.3,4141.1,3055.5,4378.6,3205.2,5556.8,4213.1,2871.3,3789,4940.9,3610,3162.7,3087,3118.2,3415.3,2733.3,2604,4273.5,2912.6
Atp2a1,167.9,162.2,205.1,116.2,338.7,111.7,174,151.8,99.6,137.9,195.9,227.1,206.8,261.2,154.2,113.7,217.7,197.9,270.9,147.9,301.1,187.1,254.8,238.6
Atp2a2,17825.8,21854.05,19881.475,19237.175,19337.825,19562.975,20236.7,18076.3,21823.325,18981.825,28857.4,21541.275,20420.85,22292.75,33435.625,16654.075,22530.1,27982.375,20835.975,24043.85,23062.3,20475.6,18533.525,22755.65
Atp2a3,977.4,705.1,800.9,870,974,716.4,934,1000.7,917.5,915,715.3,516.4,678.2,445.7,656.8,897.9,946.8,951.3,871.2,1133.6,1002.3,765.1,931.1,1052.7
Atp2b1,150.3,192.566666666667,205.366666666667,155.466666666667,216.333333333333,175.133333333333,179.166666666667,153.2,198.5,74.8333333333333,176.866666666667,158.166666666667,150.633333333333,117.2,158.666666666667,154.833333333333,195.533333333333,150.666666666667,166.966666666667,171.166666666667,126.033333333333,141.666666666667,208.9,218.2
Atp2b2,147.325,142.825,187.875,224.7,101.925,138.725,111.575,109.775,219.6,191.75,214.95,263.6,138.375,70.125,168.875,143.325,195.2,163.2,232.85,49.1,154.55,136.15,93.2,132.625
Atp2b3,154.866666666667,81.1333333333333,115.033333333333,134.466666666667,183.4,129.566666666667,99.6666666666667,117.766666666667,223.8,119.033333333333,109.433333333333,152.633333333333,114.3,126.133333333333,163.966666666667,120.6,133.133333333333,109.1,148.833333333333,118.666666666667,144.366666666667,200.433333333333,189.6,131.2
Atp2b4,201.55,215.05,253.6,228.4,373.75,141.75,132.75,228.45,87.9,118.25,163.1,153.3,200.4,155.25,213.6,111.65,128.35,89.5,117.9,185.85,178.8,141.65,253.85,170.75
Atp2c1,574.1,488.7,624.5,499.6,430.2,696.1,675.7,492.6,258.6,505,673.1,768.3,531.8,507.2,618.2,547.8,437.2,360.5,396.4,303,233.9,395.6,495.2,341.7
Atp4a,238.7,204.233333333333,192.4,196.8,405.733333333333,248.9,144.833333333333,214.033333333333,407.8,292.266666666667,308.066666666667,318.866666666667,278.133333333333,254.633333333333,249.9,183.5,341.166666666667,370.4,330.766666666667,427.7,273.9,317.666666666667,392.233333333333,366.066666666667
Atp4b,24.25,41.15,28.85,25.3,104.95,31.65,22.45,22.05,42.5,26.7,37.65,45.5,33.3,35.5,32.6,33.55,34.85,55.25,38.9,42.95,37.65,21.15,55.05,33.45
Atp5a1,25815.8,23209.8,27917.1,27791.7,20979.2,24242.1,29016.6,27761.7,26870,24649.3,29278,26692.3,26575.7,24896.9,28151.7,25691.5,26915.2,29529.9,23782,23405.8,25020.3,23104.5,18034.2,23862.1
Atp5b,53187.4,51397.5,56158.5,50881.5,53547.5,49689.6,51686.3,51277.8,57635.9,50844,73780.5,56340.1,51563,58771.5,72318.7,55636.7,49441.4,60223.4,45207,47592.9,50278.5,44782.8,40278.1,50595.3
Atp5c1,14510.9,25945.6,28509.4,29940,20781.6,26224.9,30346,26385.2,19058.2,29533.6,39634.7,32200.2,25707.2,28484.7,34547.1,32472.9,29257.4,33102.2,24192.9,26644.2,25621,23768.3,21768.4,28962.5
Atp5d,12284.8,15545,13690.05,16770,11544.15,12997.95,13864.35,13850.75,9640.05,15086.7,9255.1,11100.3,12384.05,10795.25,9632.55,13418.6,16573.3,17923.3,16176.4,17612.25,15899.55,14539.85,13140.7,16852.2
Atp5e,31208.9,30139.25,26888,33110.8,27785.7,29387.8,34187.95,34181.05,24649.4,28594.95,26084.7,29468.4,29292.95,38221.35,30922.15,34338.8,33650.4,37806.7,30812.9,34518.35,33270.05,33202.55,27027.65,36090.3
Atp5f1,19252.8,22245.1,20579.6,19814.7,16312.6,24425.2,19204.2,20914.5,27435.9,20400.1,29503.4,24005,23139.1,10874.5,30571.4,16569,21280.5,23288.6,18374.2,19754.5,15339.7,17570.2,14777.4,16998.6
Atp5g1,32887.4,37546.5,32521.8,32999.5,28645.9,28243.9,31633.1,29165.4,36929.2,41652.8,29862.7,33233.9,27402.9,40453.2,35338,32976.3,35885.6,42977.1,36417.1,40329.5,33011.7,31782.9,28792.6,34243.9
Atp5g2,23193.4,24903.3,21439.4,24037.3,19649.3,22871.4,25946.1,22019.6,23898.5,24814.4,16790.2,17982.5,20334.1,25175.3,21027.3,23374.4,24521.6,27810.3,25555.5,28059.9,31350.9,27931.6,24545.7,30937.3
Atp5h,25534.2,27363.6,21813.1,27339.8,19517.7,23762.1,22720.2,21311.3,33310,29609.2,22142.1,30163.2,25942.7,30877.4,25499.4,22180.8,25081.5,28608.6,24984.1,28292.3,23205.4,21875.4,18252.8,22896.4
Atp5j,16759.05,18469.5,19953.05,18931.45,14622.55,21504.7,17928.75,21291.25,19370.8,19666.4,30059.9,22251.9,22232,16683.4,26416.3,16679.05,21011.15,21775.9,17875.2,19217.6,17688.7,18159.9,14026.3,16924.85
Atp5o,42083.75,44590.5,37966.9,43438.2,34593.5,37383.4,40243.35,38019.3,50996.55,42641.9,53030.3,49098.15,35866.35,63903.95,50649.7,45369,40130.3,49110.9,41227.85,45368.2,46708.05,38843.5,37867.9,43664.75
Atp5s,849.4,948.5,1142.4,1009.7,831.9,873.9,789.1,929.6,1019.3,1055.4,1271.2,1074.9,1005.2,1053.2,824.6,915.1,856.7,923.9,860.2,789.1,574.8,694.8,597.9,507.2
Atp5sl,1125.5,918.2,1075.3,1073.5,1174.7,1081.1,1075.8,1187.8,1131.5,1070,770.6,964.2,1080.5,1005.4,1069.3,1319.9,1225.6,1058,1310,1561.6,1575.1,1347.7,638.6,1329.1
Atp6ap1,4529.8,3989.6,4313.6,5155,3127.4,4479.5,4842.7,4895.6,3604.5,5288.4,3729.7,4518.7,3806.8,3580.4,3304.5,4109.6,4708.1,4279.3,4955.5,4204.2,4005.9,4188.8,3973.5,3938.4
Atp6v0a1,1300.2,1858.9,1863.15,1686.4,1984.15,2306.65,1393.85,1843.05,598.75,1272.7,1321.75,976.35,1203.1,974.55,977.75,1238,1930.6,1836.45,1985.45,1831.4,2242.3,2108.65,2266.35,2883.45
Atp6v0c,11098.05,12505.05,10067.15,11410.5,9800.7,12081,10410,12096.8,13831.9,12505.6,10324.85,9831.5,11056.6,9681.35,10242.8,8182,14665.2,15095.4,14309.75,13927.05,14083,13390.25,13403.85,11538.45
Atp6v1a,966.2,1042.86666666667,1377.43333333333,1120.7,1040.8,1010.66666666667,1062.66666666667,872.7,808.666666666667,867.366666666667,906.933333333333,860.4,918.266666666667,804.3,1025.03333333333,930.766666666667,741.6,820.833333333333,730.033333333333,685.566666666667,745.566666666667,808.8,1008.76666666667,733.133333333333
Atp6v1b2,1041.1,1141.2,1060.3,1260.8,1068.9,1244,1030.8,1259.6,848.4,850.8,748.6,785.1,765.4,635.5,805.6,817.5,565.6,731.7,726.7,516.4,749.5,651,642,707.3
Atp6v1c1,1621.2,1147.2,1355.3,1646.2,1839.7,1527.6,1570,1555.6,1207.1,1296.8,1338.1,1327.9,1270.1,1193.5,1677.6,1194.2,1088.8,1142.6,959.4,894.4,1290,1601.4,950.5,1084.4
Atp6v1d,5171.2,3787.9,5739.3,5077.3,2422.1,3547.7,3867.7,4222.8,4287.8,4523.3,5686.6,4512,4567.7,4646.7,4635.4,4394.7,4475.2,3812.6,3752,3834,4482.9,3515.7,3099.2,3250.3
Atp6v1f,4354.2,4224.9,4518.3,5135.8,3527.3,4660.3,5992.6,5063.5,4352.3,5602,3781.6,4635.6,5149.7,4132.4,4849.6,5198.7,5762.2,5140.4,5228.5,5408.3,6078.9,6238.6,5113.5,6583.8
Atp6v1g3,102.9,126.1,43.7,16,284.2,11.9,63,64.4,88.2,20.4,182.7,121.6,88.6,172.2,152.1,72.3,31.2,101,32,142.2,124.6,92.5,153.1,108.2
Atp7a,120.7,130.3,203.7,77.7,105.5,118.2,39.2,53.4,69,93.2,186.4,86.6,129.1,17.9,92.3,100.2,28.8,189.8,67.1,44.9,102.9,127.3,212.1,37.7
Atp7b,21,19.9,38.1,19.1,59.4,66.3,20.7,23.6,36.2,23,41.4,59.5,96,43.8,18.7,20.6,64.3,43.7,115.7,52.5,36.2,120.4,43.6,43.7
Atp9a,1735.15,1912.75,1394.25,1913.95,2167.2,2588.4,1827,2358.7,1627.15,1688.5,1017.25,1175.55,1654.4,1374.55,1558.4,1801.5,1659.05,1685.55,1545.4,1586.3,2462.2,2398.3,1596.75,2136.9
Atpif1,1790.725,1795.075,1995.275,1997.525,2497.5,2781.2,3583.225,2099.525,2524.15,2133.35,2753.45,3083.1,3103.15,4592.675,4175.5,4264.05,2361.4,2212.75,1864.575,1676.675,2993.675,3861.525,3350.2,4566.35
Atrn,1847.8,1735.7,2427,2117.9,2643,2160.4,2558.5,1868.2,1865.3,1916.4,2630.7,1876,2208.7,2130.3,3230.4,2430.6,1821.8,1761.5,1944.4,1886.4,1950.1,2187,1987.6,1697
Atrx,86.7,113.1,194.5,36.7,126.2,26.9,57.8,59.3,106.6,10.8,212.3,172,172.5,206.5,101.4,255.6,28.6,212.7,49.1,81.6,15.5,13.4,147.2,143.8
Atxn1,42.6,55.8,64.5,46.6,82.6,41.1,31.5,37.3,48.4,40.7,55.8,41.6,41.3,46.2,26,37.3,52.7,43.7,56.8,47.8,52.3,41.3,55.5,48.5
Atxn3,143.45,51.35,175.35,187.35,51.65,165.5,228.95,217.8,85.5,140.85,68.5,117.2,211.1,51.65,98.3,168.45,100.15,47.3,77.85,38.2,33.35,89.35,41.1,87.95
Atxn7l3,540.9,588.9,647.4,520.5,866.6,525.1,347.1,469.1,711.4,469.9,680,573.5,538.9,476.7,691.9,426.1,607.6,699,614,642.7,540.7,542.8,794.5,556.3
Auh,9970.1,8614.1,9239.7,9340.9,7880,8963.3,9039.1,9489.5,11807.3,10538,9373.3,10979.8,8410.2,13709.6,9076.7,9946.3,12248.8,11516.4,11203.1,11203.9,9108,8953.7,6302.9,8867
Aurkaip1,1906.1,2711.2,1886.2,2043.7,2319.8,1753.5,2138.3,1862.2,2896.5,2428.2,2532.9,2726,1915.3,1648.5,1822.6,2378.2,2321.8,2700.1,2330,2130,1960.1,2186.2,2528.8,1968.7
Aurkb,157.2,250,169.7,257.8,242.1,34.1,92.7,117.1,137.1,150,35.9,243.6,78.5,23.9,104,71.7,54.3,15.4,45.3,212.9,89.1,48.8,58.7,84.8
Avp,334.2,371.8,472,377.9,392.466666666667,299.766666666667,283.833333333333,317.933333333333,424.733333333333,428.4,396.7,375.766666666667,447.633333333333,386.8,464.366666666667,332.266666666667,577.1,553.233333333333,565.9,494.433333333333,496.9,556.833333333333,480,522.6
Avpr1a,89.7,53.2,70.5,13.6,120.2,31.9,24.7,75.1,153,36.7,92.6,51.4,86.2,31.5,36.3,29.2,28.9,72.2,26.6,40.6,38.5,27,30.4,24
Avpr1b,317.6,359.35,446.25,353,671.9,370.9,268.75,330.55,522,379.6,529.3,528.1,472.95,518.95,499.85,454.95,546.45,598.75,632.2,630.7,443.35,458.4,681.65,544.2
Avpr2,363.333333333333,280.733333333333,409.033333333333,298.8,426.733333333333,312.433333333333,293.333333333333,299.166666666667,652.4,298.166666666667,487.3,446.166666666667,494.966666666667,524.133333333333,235.3,321.2,407.4,467.3,297.766666666667,460.733333333333,401.8,444.866666666667,449.466666666667,423.666666666667
