"","GSM5283787","GSM5283788","GSM5283789","GSM5283790","GSM5283791","GSM5283792","GSM5283793","GSM5283794","GSM5283795","GSM5283796","GSM5283797","GSM5283798","GSM5283799","GSM5283800"
"APPL2",6.90733306582947,6.42681602631232,6.87310377805361,6.71237250764249,6.6793405560621,7.00447105828165,6.60342708920896,5.97933506139639,6.20805432552293,5.96833817605763,6.72302067618922,7.04192356195141,6.49804750249442,6.95661442004146
"APRT",4.73648220242339,3.76402384540906,4.70948688892423,4.4864262220384,4.55708035071679,4.59741785243557,5.69721137212885,5.57635753585962,5.78195238931449,5.40386962031217,5.0117720568984,4.9674565267277,4.87201958688361,4.98563421986652
"APTX",3.83676947282648,3.98774305379698,3.93799776550942,4.19716730457644,3.8662778787988,3.85507176193923,4.17594906787286,3.89386762615314,3.85901928405549,4.11986909641007,3.8531856089969,3.62165158415099,4.06342427090621,4.10435365871222
"AQP11",3.65052807168117,3.37933476749401,3.88569254080425,3.93945283247508,3.71985174714606,3.94294657272886,3.24012662928564,3.1235181742776,3.06906217165821,2.56855762476923,3.74661846630597,3.82779849360787,3.76947915416252,3.81775388824748
"AQP4",10.5240158715451,10.0112719721443,9.56573092019745,9.34507495637196,9.95510198211248,9.91810836579609,10.4737522082314,10.4669238411905,10.5975944099875,10.7795598576685,10.2799392998867,10.1232098348291,10.0544200889678,10.7344654008089
"AQR",6.39592856750881,6.96010388498679,6.69132805280843,6.10698941182428,6.6035350980541,6.61877544080554,6.46733103207704,6.70237069248062,6.50453397136895,6.77410884442553,6.56192921925457,6.38173147906985,6.46455282345007,6.25423060956127
"ARAF",7.35813788255524,7.51333020795387,7.50847726791223,7.48918433555619,7.41848544704637,7.47882745597621,7.19059557241011,7.16814143454381,7.3236300088668,7.22773280434351,7.29692437629021,7.38730733893303,7.47463482422037,7.29548952275517
"ARC",7.5094114024959,7.74695724870134,7.95080487637409,7.08533673862111,7.31040544143519,7.46670131703056,5.29269601748521,5.58224879766992,6.39541127392032,6.04083154267862,6.67577163009332,7.6442161215733,7.0299875998475,7.65049344222023
"AREL1",7.30591971243221,7.40652280942185,7.32354133126349,7.36837829627445,7.71582390958659,7.37433004253885,6.3250583644934,7.30713306541189,6.91688491120274,7.0915906842956,7.56821734965147,7.12750107946703,7.56455289901312,7.46050366015217
"ARF2",4.82721754879979,4.6242277684195,4.80512054395895,4.85384967680448,4.95243257704948,4.55820299946051,5.41570282032427,5.65951231115719,5.31305538607009,5.05760204426766,4.97955753212479,4.9047606304551,5.19971713022468,4.97986306731141
"ARF4",7.66966546636531,7.63602129206975,6.62336350171327,6.68558613111186,6.85306845348123,6.62068009245313,7.36281833641722,7.9458407216838,8.22229618979745,8.16172361629166,6.70889856859756,6.59007474020512,7.0858134925799,6.77858338982499
"ARF5",8.47917081925523,8.24142177469511,7.92187743126495,8.00706809943669,7.75822168706974,7.88597903470557,8.06877233308083,8.32271141063363,8.33000505421333,8.31891037458291,7.76006696893237,7.94776885640319,7.90888086330465,7.77276738710315
"ARFGAP1",6.11964498671752,5.84600184035864,6.94241455845758,6.8402161478351,6.62239479359162,6.79694449747086,6.8116383347766,6.41527389011595,6.03452935633081,6.05022783038126,6.79471833212425,6.89602194263837,6.70643939790038,6.62897623004827
"ARFGAP2",6.74785966980574,6.17499774669111,7.12028418619607,7.08305788997605,6.78690238046395,7.13480084188928,7.13568902256681,6.963312962952,6.66750787966115,6.33027066996214,6.95056609562574,7.14616513048971,6.95133433998612,6.99931648720098
"ARFGAP3",5.07225757371265,4.81557443605297,4.90234861541837,4.7618667830173,4.77501517998506,4.76177943878314,5.41998405523431,5.45639057184279,5.39471071480698,5.34782215962523,5.03633975453894,4.79623030765527,5.02165552499891,5.02259427721564
"ARFGEF1",7.03549703985449,7.98314688118242,7.47093098568006,7.4336271821034,7.47820017001704,7.29723406124929,6.97403432896217,7.03379498424709,6.90896618452948,7.51749207899558,7.18365879004864,7.11224798695222,7.3071174611215,7.17438539295155
"ARFGEF2",5.9932606891778,6.13639057324885,6.47826451577977,6.47230100585235,6.47661825378941,6.19159003897242,5.80097827243189,6.12467600370276,5.31904368090344,5.5368157108969,6.49133274304914,6.05548916943599,6.45386326880809,6.21791829120837
"ARFIP1",3.98427301998808,3.80289056184097,3.71633507896716,3.78351975125261,3.91604254523777,3.63151145431758,4.00410058250777,4.01205686714972,4.22492406231164,4.51206433523726,3.90746577803099,3.59681655879214,3.67222590934166,3.84974848585968
"ARFIP2",7.17639613313468,6.743161271982,7.2065768810167,7.10268934286017,6.93681878055896,7.1572822690709,7.41683441279546,7.12035500179731,7.03376577323476,6.79870704236099,7.11858452452693,7.4064893850052,7.18551278564679,7.08312634479999
"ARFRP1",4.89093114712039,4.69086995026851,4.85649600800821,4.86803759118191,4.79842272536052,4.5502304758927,5.09268236761275,4.80458920170169,4.86378308844692,4.69989242547083,4.78202939544315,4.61020718192016,4.85439330039556,4.5444118824062
"ARG1",3.98427301998808,4.59288737488737,3.23294954773899,3.39992974822563,3.06655677560826,3.21374520475992,3.82843431287704,4.64488039691383,4.19484521288114,4.28018580415747,3.46573128862819,3.67007474384336,3.77573541712836,3.42618118529184
"ARGLU1",7.33082991630519,7.63448297058525,7.96167406257127,7.85019281089309,7.45996728069395,7.728860310259,8.19903962740118,7.58677922192644,7.56025858998607,7.6600938841717,7.88174823899595,7.88675569977027,7.48230594558067,7.53667914257726
"ARHGAP1",7.38438524040413,6.97901595394196,7.3172078370461,7.41442091328743,7.14873933353559,7.38781370401607,7.4817570550317,7.33313184342776,7.43443116890167,6.94124978595194,7.24441856506276,7.37640429204588,7.20766279074134,7.23681285367475
"ARHGAP10",4.14968439783036,4.69677841801498,4.57910056854905,4.69579108356526,4.13147755103888,4.27830890882669,3.74898620738773,4.19619311303775,4.01471206337364,3.87220510705129,4.46793809539177,4.61433769433547,4.43945480435527,4.5444118824062
"ARHGAP11A",2.79036014002561,2.89493320199673,3.22093670985241,2.91739989568316,2.80119753857478,2.89916163659897,4.23059136149968,3.36818815346477,4.47781716891458,4.39894115206135,3.26653377483531,3.28067537063021,3.00124800296207,3.63153566925437
"ARHGAP12",6.30530158639678,6.79640978491799,6.87789329877677,6.61793503373698,6.40217824418007,6.48820396346735,6.17101992547049,6.09304676623121,6.5228098541092,7.29102315872508,6.79985221801857,6.47326668675296,6.5843357262334,6.53174131158253
"ARHGAP15",2.28307598237453,2.10811068058198,1.89169438964526,2.09367326258183,2.0986522998985,1.72479983374919,1.66409687688957,2.67179384759388,2.56363161315583,1.99865399256054,2.69087267554975,2.42665916162241,2.65264641300343,2.74454876768506
"ARHGAP17",5.15243647884671,4.69086995026851,5.08243548235527,4.95700648747157,4.67015903781702,4.96734736450768,5.6954465265864,5.92936858679494,5.96239565548561,5.87624570882504,5.49965166681596,5.63323251855808,5.46077242157827,5.60008175035205
"ARHGAP20",6.57825105698921,7.40381635903888,6.69784333642485,6.67452895855561,6.63173298584666,6.44478485557476,6.0954117129342,6.02978598446134,5.60700713085379,6.03965269201768,6.72733827489035,6.5191493391968,6.60907177340833,6.60105165921282
"ARHGAP21",9.53396218065735,9.91238889269048,10.2572497350809,10.1639708703208,9.86245710403387,10.0988352810799,9.7412398370174,9.63967571072723,9.47524814368565,9.64922269390696,9.9198883225325,9.84975303594901,9.71920584699772,9.6842773577872
"ARHGAP22",3.41078101554761,2.95532731964249,3.15932467966909,3.10877826295558,3.16245518813021,3.38488362133712,4.53687270427603,4.14138335872188,4.30354002111133,4.02774550043404,3.54614037382149,3.91074368363271,3.91261425617112,3.93573327673508
"ARHGAP25",5.17052070288595,5.0847731005304,4.51659417279293,4.62654323897266,4.53336075851458,4.43805314853379,5.86203938491258,5.60557618180596,5.96239565548561,5.67685178183481,5.63908764355694,5.43732052041044,5.40132049624704,5.72090733096825
"ARHGAP26",4.3167458040706,4.907606036088,3.73334851046455,4.12220297616167,4.64455569590436,4.05424051705724,4.41776495862701,4.76110431076454,3.90751625142223,4.17674178051747,3.86106607822661,3.40985941420107,4.4236052288314,4.0937051729714
"ARHGAP27",3.77056169431679,3.13142879066853,3.75016364200434,3.62546803573374,3.31863171033389,3.63904836596172,4.38310005721973,3.97671121848777,4.16412587003673,4.08372245718954,4.47822206990843,4.42038259894153,4.11861047907824,4.69642733026581
"ARHGAP29",4.56349404429027,3.85665868510912,4.21127333344664,3.99868443099832,3.85356379055916,3.94294657272886,4.81236138315519,4.66167073795171,4.29950742440814,4.84731673394066,3.72086651174513,3.63797389327823,3.49397734824195,3.7916373138251
"ARHGAP30",2.93036155875917,2.30662071436709,2.35445525378798,2.47361958392101,2.22248369062226,2.8480502206353,4.62851225349869,5.25167825984364,5.01898925791676,5.17176787350973,3.77191880077989,3.59681655879214,3.58228791744094,4.15132250590072
"ARHGAP31",5.20100440074194,4.41077194760674,4.51659417279293,4.52722883006294,4.53734120472068,4.48481274440225,5.5892052865066,5.75778889878299,5.00914581516419,5.41663990315988,4.56279687051072,4.30756776930403,4.40354521324309,4.88423954168571
"ARHGAP35",7.98750597833574,8.20172040076206,7.79493746061034,7.70510883269215,8.18631551233043,7.63303823850938,7.05540572094965,7.64281952993398,7.46760577940508,7.99627239650713,7.9804581981994,7.67815431944626,8.06070248372343,7.81875400594057
"ARHGAP39",7.38438524040413,7.6596578790065,7.88428795271813,7.83988217458517,7.81547824512916,7.64291196400506,6.73381514973366,7.0932786153098,6.98751681565856,6.95757064323592,7.91761336786723,7.73616424347539,7.72429944385895,7.61835027036472
"ARHGAP5",6.30413193703415,6.78397475996275,5.4726989726536,5.09910562482786,6.22965156521325,5.26639243777962,5.16843006027361,5.81769471755851,5.32698960414315,5.99655948982221,5.25246825616742,4.95773652246695,5.56197671645387,5.4578619932445
"ARHGAP9",2.57450727996221,1.87786104422692,3.42320484163246,3.10877826295558,2.3181300805924,3.03104170259597,3.7215005752437,4.08025177936873,4.3393349628766,3.92423443849483,4.4833366969177,4.45764222249418,4.01135465355338,4.6205675732293
"ARHGDIA",9.21645327707061,8.494087953208,8.50952796160217,8.75803016996987,8.81528446577038,8.75923870744224,9.59484473253761,9.50698899968397,9.80089717341237,9.37673377735388,8.91629676012798,8.93981332963071,9.09595838546156,9.01211329920532
"ARHGDIB",5.17564625943317,4.36697856171691,4.19907787147726,4.60128698024288,4.25747101390372,4.29748646156529,6.69017214588963,6.75873182793799,7.21489062780552,6.23151403820018,5.58539522699422,5.39232720152038,5.26343262560458,5.75509729721945
"ARHGEF1",7.03971968358072,6.684159001833,8.08939914329747,7.97137149126807,7.32659652877269,8.17069661956476,8.00999171642307,7.2096461131222,7.29960337797065,6.73604298314462,7.8289861952988,8.12974715891626,7.56906259234847,7.96504900930948
"ARHGEF11",7.18912432946809,7.16525650127069,7.71100274601735,7.60330423983446,7.54397380453009,7.57331706189458,7.17801181557654,6.90868177535846,6.75845179544423,6.90804350259047,7.40396548723699,7.47850038331835,7.42474853835878,7.32139171273371
"ARHGEF12",6.82001187272448,7.14487114987555,6.98476773581038,6.8958048672673,7.00163860398881,6.82695106199751,6.93492976178124,7.06358015997202,6.38688445061015,6.93174923220998,7.18051321696232,6.60779237251352,6.85933459759719,6.83081428223598
"ARHGEF15",3.58269227694448,3.09609909931005,4.03724144176054,3.90546429834537,3.10996706868406,3.74761765105966,4.33856375513004,3.70699734827291,3.93377084506672,3.32467248180347,3.41310026720365,3.510802621832,2.94684149120611,3.41766809850348
"ARHGEF18",6.51293013729529,6.19078405289346,6.11914937104207,6.01435272424701,6.20233511078412,6.22076412037276,6.21603111950204,6.25762634400322,6.32077708203165,6.31476095395686,6.07991790186389,6.30969214184643,6.44211088914932,6.23255307679944
"ARHGEF19",3.72932772064896,2.5348543453748,3.47469953019229,3.59166832731507,3.12061857458032,3.6834612318779,4.14006726345164,3.07420464176323,3.45718054056279,3.00528775654756,3.39149821524841,3.82779849360787,3.55344754649279,3.72419942567114
"ARHGEF2",7.87542335624628,7.91635423651375,8.58146550651041,8.43340584194864,8.2706258548848,8.46963207329163,7.66200024521921,7.60389345680734,7.54202728992077,7.53892603348083,8.498386306496,8.49041009337849,8.25598307679532,8.41097662161743
"ARHGEF25",8.00488830787001,7.76780555570413,8.68893434121971,8.63897222317287,8.41525924027326,8.5666837156967,7.32450890255086,7.3453082071319,7.62614166248728,7.30138875702498,8.55048632163605,8.56859329748105,8.58092311043948,8.37432680270097
"ARHGEF28",6.33995725372095,5.81916893912681,6.67380872949765,6.48501468058228,6.54937735966514,6.45229099142938,5.6989740613773,5.94773906485046,6.13525673166998,6.40358098498695,6.34166512884173,6.47099074310963,6.35496149146891,6.26376149597373
"ARHGEF3",7.04742924261243,7.11705113898426,7.21568580828229,6.64496538729584,6.96146875773932,6.54547274011295,5.57966945288668,6.46394831096699,6.66985276169217,6.62094871064567,6.90840841226135,6.69325662453648,7.0055748227974,6.52184603063349
"ARHGEF37",3.99010345563683,3.74133494207156,5.1377931939615,4.75806263087389,4.46813310635807,4.36721392138102,3.83486165286617,3.47337283624159,3.57529607822353,3.79606007523613,4.79030714684592,4.71393448324473,4.43945480435527,4.73119539578727
"ARHGEF39",5.37150396519284,5.1269569926846,4.58379842382022,4.75806263087389,4.79177351875767,4.62044511059604,5.38098773330465,5.33603364289871,5.36800251135924,5.1544461878479,4.85881397618325,5.03987757385973,4.93206901290177,5.05314519884983
"ARHGEF6",3.77732088397668,4.18559038576594,4.10416979038009,4.05557980556636,4.41287441959139,4.13108016956742,3.95183647716282,3.92201404793862,3.71506688794805,4.24788365478764,4.22699818683031,3.56302384007774,4.00604281971294,4.08835131078305
"ARHGEF7",7.68592165018602,7.5994298634297,7.57546239269703,7.51758764187247,7.50639426527056,7.57380870800648,7.63278900522201,8.01171398925595,7.49343043048413,7.89886881432416,7.55491814618961,7.52421949278619,7.53627369738867,7.52335032672841
"ARHGEF9",8.71768764776114,9.37473693255932,8.41811698338998,8.3470930927554,8.80520923017908,8.24912812096736,7.08671126189119,8.50858990748369,8.12823250392028,8.75987194820838,8.45511252563792,7.91549409878645,8.54245560389557,8.17628910019613
"ARID1A",7.95545657802786,8.30299759254224,8.24838090498282,8.23490259676426,8.17070469350119,8.25680299971924,8.17422703445684,8.23029904825301,7.82229142173572,8.03346415886956,8.36273124612593,8.30384305039142,8.22001720279471,8.39832242707219
"ARID3A",3.04682520651835,3.89313851563564,3.36980388147436,3.32990286045119,2.92789130455214,3.55389415490202,3.77595796937119,4.05505492641892,3.49998122708671,4.30786880830281,3.31323733492419,3.3013184242817,3.14350009519977,3.33870158197528
"ARID3B",3.74320373771335,3.63457319621252,4.03724144176054,3.98573041250886,3.66996248145925,3.9183808652618,4.05453733696155,3.62375800659393,3.30458084853673,3.15214628755494,4.1583070575916,4.31773559311697,3.94628421596258,4.0990392403359
"ARID4A",5.77592566587579,6.73744011235778,5.92178021402836,5.95743380929603,6.03787525396166,5.67293881391513,5.89162737545148,5.98045079134182,5.62806263267593,6.26518965913548,6.05780257706366,5.69693997079845,5.82889708312778,5.8703186902049
"ARID5A",4.37583575930031,4.04444725483382,3.86268217115474,3.80580206780272,3.73379458979999,3.57762092363709,5.76609125219829,6.29487565334192,5.53165419748868,5.17606599319664,4.1583070575916,4.2343128713114,3.9899889550008,4.5599680214763
"ARID5B",5.54985616480493,5.96583353251632,4.67907636029112,4.79566015995258,4.75122157780167,4.4889894152326,5.17097242239817,6.046928596662,4.98423930573919,5.78913901828344,5.12081643096307,4.78893986163728,4.94044704849156,4.91480830445929
"ARIH1",6.74355168014081,7.27250082979943,6.53879239849168,6.50671417550336,6.9079022116939,6.55147598337124,6.53303600129882,6.94456939589411,7.10596711099966,7.15447613925926,6.46054238522449,6.28787699580643,6.78839656028078,6.54840907586342
"ARIH2",6.47393440800472,6.63500193976806,6.34901265845362,6.32580068457224,6.40871148133282,6.32956901631534,6.37993041042817,6.57447429299934,6.39162779508526,6.56878238941751,6.34447857254023,6.33869131058867,6.46648789793691,6.34007759087068
"ARL1",6.28528741928114,6.94031817544368,5.73590357544338,5.9950895880586,6.26368625748898,5.67293881391513,5.47245433035394,6.37256891925448,6.2855325969001,6.73967731632962,6.0832903697563,5.81469584800124,6.09591204425907,5.93736422798334
"ARL10",2.10109067074249,2.38189655682649,2.55915498578845,2.49205861766117,3.24265574643817,2.57697522929535,1.80169858133677,2.28068617429425,2.2659073869739,2.21461185055777,2.72581802463593,2.65232885671023,2.77010906987739,2.88703347516406
"ARL11",2.79036014002561,1.19998425381284,1.95107684907088,1.70845030071846,1.4913838911699,1.54391665278671,4.22080910041321,4.72960032728204,5.06247206151833,4.23969383081325,4.07944182082221,3.74733447722563,3.94628421596258,4.40924016522157
"ARL13B",4.91258238374615,5.19741415237937,5.59641418949797,5.37722611906554,4.91620828024616,5.3696675370153,5.13235839606327,4.79954084069625,4.90947936247239,5.11020964343842,5.03633975453894,5.29275333966691,4.99509072104465,5.13851009218344
"ARL14EP",5.33302634054949,5.69331165385822,5.50029455192243,5.48701831383964,5.43449467813365,5.29768242235764,5.44750662861241,5.36194945124486,5.15241622478909,5.57800000819283,5.57584997065381,5.27198647756145,5.41140084786555,5.28611121279183
"ARL2",6.33079683568875,6.11227840349985,5.82787859075451,6.02230373411914,5.79519206882886,6.03186650599115,6.34433294321554,5.91776710484146,6.32077708203165,6.09063191160475,5.96029478410294,6.26046532694694,6.10463603509344,6.0476819718919
"ARL2BP",8.6660410808888,8.21155520374843,8.18718291643085,8.18087245201547,8.34177008216656,8.24758823354803,8.43652402688934,8.33432128977765,8.45604533555457,8.40565398530905,8.07114721283652,8.22026676407274,8.31032622529637,8.22100845719965
"ARL3",8.18470052632695,8.23077144066551,7.4271627276654,7.56951771531624,7.46310932933573,7.30732114565621,7.68930226013026,7.55605131205368,7.98304236893662,7.93577401991711,7.22851528591232,7.44061980951655,7.50130717258299,7.25245544449802
"ARL4D",4.0803215760377,3.72985526363226,3.54383723902386,3.60019278124116,3.75445940809386,3.55389415490202,3.41331649910564,3.0403668854511,3.16969747157314,3.64920771605434,3.45535756714401,3.67798958132314,3.75688464415522,3.23592097031889
"ARL5A",4.47894694275301,4.59288737488737,3.85492976208295,3.95282716425537,4.36887913433322,3.86152916179481,4.0434805639382,4.57864392495483,4.34325790606777,4.48806543270152,4.07944182082221,3.41933355178794,4.25472595488576,3.97687726758304
"ARL6",4.33518644582271,4.63964629958599,4.19907787147726,4.41574772672485,4.39104447613592,4.07661546746164,3.46395365030247,3.87479357043171,3.7568423312478,4.15077114010513,4.02436325766782,3.84898613251052,4.29012037960116,4.01123308041051
"ARL6IP1",8.00020123502438,7.9461122440345,7.93158450288386,8.23524469117167,8.31361593495411,8.44431358616655,7.41576295706213,7.66692877140794,8.02455487493098,7.83064459418496,8.11629294586303,8.28193860387903,8.22859431670657,8.29724004344713
"ARL6IP4",6.18337389376505,5.9198462957498,5.96922975130848,6.05212413951427,5.95251338285262,5.80945445195764,6.37773111705906,6.41362278448427,6.37830693106433,6.0688387806415,5.78912492868074,5.8915853109267,6.23067414122932,5.54642728509234
"ARL6IP5",6.55089950217128,6.55756983064854,6.08807311537747,6.48155841116288,6.62987017663302,6.43074042319284,5.8651826406748,6.48060366666424,6.59285905016502,6.80773774407219,6.36263342589937,6.43290984384008,6.29742081419225,6.37127297366425
"ARL6IP6",3.04682520651835,3.05068444508741,2.97134233248843,2.5102649537431,2.81437945377704,2.57697522929535,2.41299519641704,3.09907209929978,3.49998122708671,3.08058489104704,2.77669844452289,2.7456614747533,2.65264641300343,2.55572699214389
"ARL8A",9.06085254011993,9.20414015829811,8.27440519520242,8.44232287652526,8.4758828644887,8.31648130411438,8.75644527712692,9.18860243866375,9.07551916047171,9.19687424339693,8.56894746209683,8.50327446067531,8.5225977714881,8.49556727598702
"ARMC1",5.70679653493368,6.04439292603439,5.57297796030484,5.26644127789862,5.6666276350355,5.19660127691919,4.60237999263651,5.61996654985452,5.6567182125534,5.91533440436658,5.35368605241802,5.03987757385973,5.51226181559466,5.19937430903057
"ARMC10",5.76065787523867,5.99849016418017,5.92363434739765,5.98047154447354,5.8681163278709,5.88746419708892,5.55457721631574,5.83012592174993,5.91442061628976,5.90242215784834,6.03708308915661,5.94339755076842,6.02020645853379,5.83239111789218
"ARMC5",6.53104024527005,5.99129674944903,6.51193026762174,6.49875754665146,6.13037467177093,6.69577862413206,7.03879867804231,6.77875118955048,6.64940270083665,6.41544520770363,6.65325672565974,6.78314213049669,6.53816121240348,6.71573565499539
"ARMC7",3.93676133280529,4.06286396960023,4.23535927377372,3.50353333640525,3.3730980698864,3.73360519506879,4.38747899480087,4.30350601208075,4.15522741798047,4.28417318986786,3.91505602383817,4.2714052231063,3.75054591718,3.8686101099644
"ARMC8",5.99905498803121,6.24219135505259,6.38982339572052,6.33986660767117,6.33287688974358,6.21950787438575,5.86988472087566,6.06912352235628,6.01006093736014,6.07575645271688,6.26057501594531,6.18332481670944,6.35496149146891,6.14113888103078
"ARMC9",6.54596025757112,6.6357710289118,6.91004705121644,6.88799355953779,6.49924203699323,6.67301434659571,6.80510645908158,6.94742503068453,6.72501603050425,6.77694138726668,6.70342996633902,6.80137228630865,6.60292740887673,6.54156918401161
"ARMCX2",7.1538479513935,7.483734115779,6.89783743819867,6.91130173603972,7.16169031948797,7.02905995169692,6.61561000746762,6.7806738855767,6.90764216068929,7.19898056784291,6.61764905957645,6.77578507470011,6.7626418334053,6.75849877567055
"ARMCX3",7.35757420702269,7.81745929982911,7.54507113862108,7.38512341407505,7.5335498262804,7.46934611808693,7.21050403232496,7.37020841044625,7.20252655394409,7.52045291645877,7.11034322737975,7.04498697130193,7.19488058613095,7.19881223146977
"ARMCX6",3.41078101554761,4.04907352086112,3.18428611534845,3.69078077306369,3.4426617305216,3.66142569650377,4.20104331367819,3.82100113004178,3.65320780425622,3.97937950604131,3.60363630113245,3.57154651569725,3.18169399669438,3.24557318033998
"ARNT",5.22592451206177,5.46310327829489,6.19786734986487,6.01594643566701,5.55129362784222,5.95846228022993,5.95052337061353,5.53443102963121,5.19862101325651,5.58609764254498,5.64366347214641,5.63526655290871,5.41941472243855,5.64270955627259
"ARNT2",8.32566822365329,7.75476646209844,8.28381899691094,8.34265475179378,8.28312466848078,8.38951331841027,8.27633783780191,8.12678081808024,8.00146760984866,7.80658946908209,7.82143299248165,8.08170517325831,7.96265515045847,7.99325319184121
"ARPC1A",8.07205253058034,8.2141322053488,8.05766822980886,8.04853630524292,7.88272381859285,7.73897860714903,7.6754920380148,8.03176472450309,8.14237319660088,8.28324586178287,7.97047590790041,7.86178287009355,8.06422078541123,7.79224413912618
"ARPC1B",4.77075679409723,3.1573696270711,4.34457729667137,4.25229289519127,3.89758137242444,4.39863491764256,6.78947369107916,6.74828953227121,7.14131984921529,6.4190761954003,5.4895198538343,5.47415076013206,5.55653668680512,5.66446000305945
"ARPC2",9.62084572051245,9.6240516302707,9.13540481548159,9.13270496212018,8.97274916889425,8.88994904528714,9.2841437467645,9.70938155758518,9.93236449159041,10.1484595631505,9.39962359771859,9.20617737856838,9.31233146353082,9.0896882055878
"ARPC3",7.77810625829895,7.67395570655198,7.48606695657905,7.52376202819875,7.42601927207656,7.23082621268032,7.48533635836053,7.92281031317435,8.06312337766137,7.98130722727778,7.41270474991416,7.36725505015825,7.60946566022419,7.25961829198428
"ARPC4",8.00236639174716,7.76675271106047,7.62302303727395,7.60700991781485,7.6331537224127,7.4204350179004,7.82058678839325,7.84347796361367,8.33370695829875,8.10902856166587,7.68713548068483,7.66676434523312,7.81518076652414,7.4785216983586
"ARPC5",7.93368780753133,8.29157428619255,7.500424754066,7.33429346013797,7.68968457193823,7.10653710322638,6.94387690939178,8.07836240318635,8.10618109363037,8.34204676019118,7.57482125859129,7.07975643804124,7.70024445950685,7.30821092496144
"ARPC5L",3.55148793949011,3.38666372721728,4.07109369204095,4.08016385699814,3.89137477566361,4.01422940684112,3.84763106229324,3.94047781547249,3.89687915603301,3.44353194129677,3.78025459963426,4.33785875120475,4.2591980379839,3.83063699680429
"ARPP21",8.57562946761449,8.45844998917759,7.93112373940518,7.97260307545163,7.85309009576298,7.91148691441323,8.874427597907,8.73700365217517,8.12567239412255,8.54635020117465,7.74044229493621,7.86134849056666,7.91668671276949,7.66180177204903
"ARRB1",5.90497592695562,5.61279076284413,5.60568310964563,5.52332915032478,6.24676927329397,5.6225040130547,5.85415115285418,6.3657538983262,5.24967572389177,5.97328605533715,5.6730577478992,5.32587464761151,5.55107606654603,5.85935910242806
"ARRB2",6.24562542905612,6.34170353034759,5.85339295074741,5.87728643883402,5.65385138717831,5.8554711636484,6.41788505781493,6.3928229278947,6.26706596062227,6.60190625448238,6.17148888050807,6.09445179757951,5.92209105122379,6.1385510132075
"ARRDC1",4.73300952912658,4.00689316063625,4.74766723410824,4.87507956596346,4.39981613118747,4.82261636009648,5.66691137148712,5.12017854189274,4.97415504647899,4.4566112226826,4.70968220691539,5.02754091292188,4.82452898460562,4.87494116595871
"ARRDC2",5.30523424322931,5.09822805801806,5.72105428566828,5.68432629994666,5.52146204418934,5.95091218812079,6.12587004946567,5.08741422724301,5.14569306297043,4.61695873382593,5.6321965726926,5.87446677651931,5.55653668680512,5.8146687226065
"ARRDC3",4.51982589510652,5.19324058412963,3.7994641568319,3.68277656009004,4.57267949144185,3.9967361633064,4.87918500303262,5.14028470143936,4.56774274193984,4.93615576676095,4.0383312838838,3.70922172893979,4.02717380832283,4.31153398508436
"ARRDC4",1.5579966442683,1.76990363876633,2.11583165961623,2.04454915935037,2.18237604773777,1.80739153054894,2.51257371446108,2.93381406466076,2.24927835287925,2.31156564154898,2.21301453654579,2.24678259031351,1.59862411550898,2.55572699214389
"ARSA",6.40031385412615,5.75407488797106,6.73104475161461,6.77394741344846,6.2992824554288,6.94642558648107,6.45277883747015,6.05436490921846,6.14202859021656,5.7068678969063,6.65778790396959,6.89602194263837,6.44014281769031,6.77442209089912
"ARSB",7.36488486644201,7.37830826762369,6.84108777867699,7.08229747314334,7.4823355309707,7.33078090332963,6.51012710241623,6.86040967087109,7.06438899562134,7.04769978991041,7.61964054484519,7.25533146367725,7.33703998392642,7.7951225656858
"ARSG",3.82376875923933,2.01659529083409,3.36980388147436,3.63379566715713,3.51710971131045,3.76149531647841,3.22062552515998,3.56547125134899,2.2659073869739,2.34248779291867,3.8998353874442,3.74733447722563,4.05830106760478,3.92975859399492
"ARSK",3.82376875923933,3.49235185061071,3.56299722457108,3.76088788009462,3.56468957002815,3.80234489345054,3.8728357333313,3.7442576681605,3.60827211050896,3.8668974651987,3.43438362897346,3.55445051767739,3.2551759788892,3.63153566925437
"ARV1",4.69424803305694,4.5013293985135,5.08575128628545,4.85384967680448,4.53734120472068,4.90931630145813,4.6900727037682,4.27469080568481,4.77943343855625,4.75552101209868,4.66536618889706,4.97390033722661,4.62414708734947,4.72085267069012
"ARVCF",6.11431618371635,5.62058198257969,6.55203820379114,6.28143637723562,6.32022608625064,6.47668260016129,6.00426056020965,5.71820813156875,5.72144750725066,5.79613686886789,6.30168973029222,6.44223429698338,6.29415581315721,6.33556552876537
"AS3MT",4.14968439783036,3.48554182105607,4.36109078479652,4.15728651272267,3.71985174714606,4.20403337547188,4.40053662092455,3.22491081700105,3.93896491221375,3.40742928808455,4.22699818683031,4.51620892568793,4.14301384597517,4.15132250590072
"ASAH1",6.51394224069388,6.45061397601058,6.55323635922604,6.55465078541735,6.58730820161222,6.79610200730124,6.35331499267983,6.60010594853427,6.54852307371116,6.68869639063591,6.76667516842348,6.85733635119099,6.6385491626469,7.09918643106373
"ASAH2",3.54358024570176,3.5192749925647,3.44402379398326,3.32990286045119,3.79492170364097,3.7194553044238,3.1398731205835,2.79865900661442,2.28234693076147,2.59447926799753,3.14269852320779,2.4453283830754,2.7575200817961,3.26468600272822
